Entity,Code,Year,Hydro (% equivalent primary energy)
Lower-middle-income countries,,2002,4.2973475
Lower-middle-income countries,,2003,4.3277
Lower-middle-income countries,,2004,4.9138913
Lower-middle-income countries,,2005,4.7749395
Lower-middle-income countries,,2006,5.0554333
Lower-middle-income countries,,2007,4.973557
Lower-middle-income countries,,2008,4.4593267
Lower-middle-income countries,,2009,4.281071
Lower-middle-income countries,,2010,4.3282433
Lower-middle-income countries,,2011,4.5412345
Lower-middle-income countries,,2012,4.026019
Lower-middle-income countries,,2013,4.7855353
Lower-middle-income countries,,2014,4.6003437
Lower-middle-income countries,,2015,4.269859
Lower-middle-income countries,,2016,4.2227974
Lower-middle-income countries,,2017,4.4783244
Lower-middle-income countries,,2018,4.1988897
Lower-middle-income countries,,2019,4.397437
Lower-middle-income countries,,2020,4.5990067
Lower-middle-income countries,,2021,4.287539
Lower-middle-income countries,,2022,4.4229608
Luxembourg,LUX,1965,0.61123115
Luxembourg,LUX,1966,0.57401025
Luxembourg,LUX,1967,0.6577615
Luxembourg,LUX,1968,0.621158
Luxembourg,LUX,1969,0.50225776
Luxembourg,LUX,1970,0.53466296
Luxembourg,LUX,1971,0.31431046
Luxembourg,LUX,1972,0.35941938
Luxembourg,LUX,1973,0.2993406
Luxembourg,LUX,1974,0.43540335
Luxembourg,LUX,1975,0.45285672
Luxembourg,LUX,1976,0.2848827
Luxembourg,LUX,1977,0.58826274
Luxembourg,LUX,1978,0.5379635
Luxembourg,LUX,1979,0.57129884
Luxembourg,LUX,1980,0.6545399
Luxembourg,LUX,1981,0.8181833
Luxembourg,LUX,1982,0.7754191
Luxembourg,LUX,1983,0.8179807
Luxembourg,LUX,1984,0.80787724
Luxembourg,LUX,1985,0.6375068
Luxembourg,LUX,1986,0.806518
Luxembourg,LUX,1987,0.99203575
Luxembourg,LUX,1988,0.8895569
Luxembourg,LUX,1989,0.589967
Luxembourg,LUX,1990,0.5571526
Luxembourg,LUX,1991,0.62207633
Luxembourg,LUX,1992,0.51691943
Luxembourg,LUX,1993,0.48835087
Luxembourg,LUX,1994,0.6518821
Luxembourg,LUX,1995,0.76681316
Luxembourg,LUX,1996,0.5083756
Luxembourg,LUX,1997,0.7185016
Luxembourg,LUX,1998,1.0308491
Luxembourg,LUX,1999,0.7210175
Luxembourg,LUX,2000,0.98160964
Luxembourg,LUX,2001,0.86978143
Luxembourg,LUX,2002,0.6679301
Luxembourg,LUX,2003,0.5039565
Luxembourg,LUX,2004,0.5791043
Luxembourg,LUX,2005,0.5063896
Luxembourg,LUX,2006,0.6134967
Luxembourg,LUX,2007,0.65832394
Luxembourg,LUX,2008,0.746066
Luxembourg,LUX,2009,0.6210537
Luxembourg,LUX,2010,0.5962632
Luxembourg,LUX,2011,0.35598382
Luxembourg,LUX,2012,0.5620881
Luxembourg,LUX,2013,0.71096367
Luxembourg,LUX,2014,0.6595449
Luxembourg,LUX,2015,0.62109655
Luxembourg,LUX,2016,0.7276621
Luxembourg,LUX,2017,0.5138935
Luxembourg,LUX,2018,0.5286674
Luxembourg,LUX,2019,0.5959726
Luxembourg,LUX,2020,0.59403616
Luxembourg,LUX,2021,0.64585346
Luxembourg,LUX,2022,0.46117952
Malaysia,MYS,1970,8.029954
Malaysia,MYS,1971,6.2558084
Malaysia,MYS,1972,6.1961737
Malaysia,MYS,1973,5.646239
Malaysia,MYS,1974,5.05663
Malaysia,MYS,1975,4.8979263
Malaysia,MYS,1976,4.1376095
Malaysia,MYS,1977,2.8693047
Malaysia,MYS,1978,2.5391793
Malaysia,MYS,1979,2.6952229
Malaysia,MYS,1980,3.2901187
Malaysia,MYS,1981,3.5273147
Malaysia,MYS,1982,3.1702034
Malaysia,MYS,1983,3.213416
Malaysia,MYS,1984,5.8833213
Malaysia,MYS,1985,6.482968
Malaysia,MYS,1986,6.458532
Malaysia,MYS,1987,7.5484753
Malaysia,MYS,1988,8.279656
Malaysia,MYS,1989,6.8369017
Malaysia,MYS,1990,4.9409094
Malaysia,MYS,1991,4.358415
Malaysia,MYS,1992,3.7214782
Malaysia,MYS,1993,4.18968
Malaysia,MYS,1994,5.2703333
Malaysia,MYS,1995,4.6203046
Malaysia,MYS,1996,3.450362
Malaysia,MYS,1997,2.393924
Malaysia,MYS,1998,2.660114
Malaysia,MYS,1999,4.2179785
Malaysia,MYS,2000,3.3833842
Malaysia,MYS,2001,2.8475862
Malaysia,MYS,2002,2.3977685
Malaysia,MYS,2003,2.0670023
Malaysia,MYS,2004,2.0812097
Malaysia,MYS,2005,2.0597491
Malaysia,MYS,2006,2.1321158
Malaysia,MYS,2007,1.8714533
Malaysia,MYS,2008,2.3523045
Malaysia,MYS,2009,2.1307585
Malaysia,MYS,2010,1.8923842
Malaysia,MYS,2011,2.3413053
Malaysia,MYS,2012,2.4427443
Malaysia,MYS,2013,2.958983
Malaysia,MYS,2014,3.304381
Malaysia,MYS,2015,3.3638966
Malaysia,MYS,2016,4.5708055
Malaysia,MYS,2017,6.012302
Malaysia,MYS,2018,5.758177
Malaysia,MYS,2019,5.56528
Malaysia,MYS,2020,6.1362104
Malaysia,MYS,2021,6.353381
Malaysia,MYS,2022,6.3087225
Mexico,MEX,1965,8.934724
Mexico,MEX,1966,9.63311
Mexico,MEX,1967,10.29133
Mexico,MEX,1968,10.842833
Mexico,MEX,1969,10.4753
Mexico,MEX,1970,10.981713
Mexico,MEX,1971,10.142723
Mexico,MEX,1972,9.780027
Mexico,MEX,1973,9.558097
Mexico,MEX,1974,8.8590765
Mexico,MEX,1975,7.537663
Mexico,MEX,1976,8.049266
Mexico,MEX,1977,8.487075
Mexico,MEX,1978,6.3724732
Mexico,MEX,1979,6.399861
Mexico,MEX,1980,5.5170894
Mexico,MEX,1981,7.264395
Mexico,MEX,1982,6.49096
Mexico,MEX,1983,5.936908
Mexico,MEX,1984,6.4574504
Mexico,MEX,1985,7.410039
Mexico,MEX,1986,5.7216263
Mexico,MEX,1987,5.0159335
Mexico,MEX,1988,5.6369386
Mexico,MEX,1989,6.1969137
Mexico,MEX,1990,5.487943
Mexico,MEX,1991,4.9277196
Mexico,MEX,1992,5.728436
Mexico,MEX,1993,5.689271
Mexico,MEX,1994,4.092603
Mexico,MEX,1995,5.6698976
Mexico,MEX,1996,6.2740746
Mexico,MEX,1997,5.1532016
Mexico,MEX,1998,4.6196404
Mexico,MEX,1999,6.0567336
Mexico,MEX,2000,5.7759094
Mexico,MEX,2001,4.9736423
Mexico,MEX,2002,4.21886
Mexico,MEX,2003,3.3070407
Mexico,MEX,2004,3.9363015
Mexico,MEX,2005,3.9286513
Mexico,MEX,2006,4.2276764
Mexico,MEX,2007,3.737384
Mexico,MEX,2008,5.1181927
Mexico,MEX,2009,3.524744
Mexico,MEX,2010,4.856656
Mexico,MEX,2011,4.5071354
Mexico,MEX,2012,3.906376
Mexico,MEX,2013,3.4074326
Mexico,MEX,2014,4.730143
Mexico,MEX,2015,3.7762542
Mexico,MEX,2016,3.6477473
Mexico,MEX,2017,3.6917427
Mexico,MEX,2018,3.793455
Mexico,MEX,2019,2.7788286
Mexico,MEX,2020,3.4269977
Mexico,MEX,2021,4.111453
Mexico,MEX,2022,3.842024
Middle Africa (EI),,1965,30.6094
Middle Africa (EI),,1966,30.963406
Middle Africa (EI),,1967,29.326122
Middle Africa (EI),,1968,29.433372
Middle Africa (EI),,1969,30.528048
Middle Africa (EI),,1970,32.459488
Middle Africa (EI),,1971,30.476757
Middle Africa (EI),,1972,30.103949
Middle Africa (EI),,1973,29.164202
Middle Africa (EI),,1974,27.922163
Middle Africa (EI),,1975,32.301186
Middle Africa (EI),,1976,31.781399
Middle Africa (EI),,1977,30.710558
Middle Africa (EI),,1978,27.703922
Middle Africa (EI),,1979,28.163763
Middle Africa (EI),,1980,28.338837
Middle Africa (EI),,1981,28.215582
Middle Africa (EI),,1982,30.263296
Middle Africa (EI),,1983,28.864742
Middle Africa (EI),,1984,31.727982
Middle Africa (EI),,1985,32.035656
Middle Africa (EI),,1986,33.393612
Middle Africa (EI),,1987,32.748535
Middle Africa (EI),,1988,31.649992
Middle Africa (EI),,1989,35.77543
Middle Africa (EI),,1990,34.68055
Middle Africa (EI),,1991,35.58081
Middle Africa (EI),,1992,37.59724
Middle Africa (EI),,1993,35.74312
Middle Africa (EI),,1994,35.143436
Middle Africa (EI),,1995,37.670795
Middle Africa (EI),,1996,37.70337
Middle Africa (EI),,1997,35.339157
Middle Africa (EI),,1998,35.86511
Middle Africa (EI),,1999,35.83709
Middle Africa (EI),,2000,35.72935
Middle Africa (EI),,2001,35.532883
Middle Africa (EI),,2002,33.78396
Middle Africa (EI),,2003,32.403683
Middle Africa (EI),,2004,30.92728
Middle Africa (EI),,2005,32.411255
Middle Africa (EI),,2006,31.0789
Middle Africa (EI),,2007,28.96135
Middle Africa (EI),,2008,28.045368
Middle Africa (EI),,2009,26.250093
Middle Africa (EI),,2010,24.573862
Middle Africa (EI),,2011,23.75285
Middle Africa (EI),,2012,21.414473
Middle Africa (EI),,2013,21.54455
Middle Africa (EI),,2014,21.841726
Middle Africa (EI),,2015,21.985092
Middle Africa (EI),,2016,22.797829
Middle Africa (EI),,2017,26.203655
Middle Africa (EI),,2018,28.166187
Middle Africa (EI),,2019,28.966574
Middle Africa (EI),,2020,33.06055
Middle Africa (EI),,2021,30.779186
Middle Africa (EI),,2022,32.59425
Middle East (EI),,1965,1.2874662
Middle East (EI),,1966,1.3437963
Middle East (EI),,1967,1.4124042
Middle East (EI),,1968,1.4569945
Middle East (EI),,1969,1.5163674
Middle East (EI),,1970,1.4979732
Middle East (EI),,1971,1.4606107
Middle East (EI),,1972,1.6506288
Middle East (EI),,1973,1.2290988
Middle East (EI),,1974,1.4829186
Middle East (EI),,1975,1.6857252
Middle East (EI),,1976,1.7384924
Middle East (EI),,1977,1.7138828
Middle East (EI),,1978,2.2354372
Middle East (EI),,1979,1.8733047
Middle East (EI),,1980,1.9545641
Middle East (EI),,1981,1.8963492
Middle East (EI),,1982,1.785296
Middle East (EI),,1983,1.5656011
Middle East (EI),,1984,1.4065424
Middle East (EI),,1985,1.3372952
Middle East (EI),,1986,1.352589
Middle East (EI),,1987,1.5956054
Middle East (EI),,1988,1.5494919
Middle East (EI),,1989,1.2991629
Middle East (EI),,1990,1.5104483
Middle East (EI),,1991,1.0518578
Middle East (EI),,1992,1.552332
Middle East (EI),,1993,1.6982893
Middle East (EI),,1994,1.2618632
Middle East (EI),,1995,1.379507
Middle East (EI),,1996,1.3410478
Middle East (EI),,1997,1.0870138
Middle East (EI),,1998,1.1438086
Middle East (EI),,1999,0.7700399
Middle East (EI),,2000,0.6649555
Middle East (EI),,2001,0.680204
Middle East (EI),,2002,0.9262153
Middle East (EI),,2003,0.9712858
Middle East (EI),,2004,1.1135828
Middle East (EI),,2005,1.0797089
Middle East (EI),,2006,1.2045394
Middle East (EI),,2007,1.0835567
Middle East (EI),,2008,0.5124024
Middle East (EI),,2009,0.44333473
Middle East (EI),,2010,0.5922672
Middle East (EI),,2011,0.59384334
Middle East (EI),,2012,0.6655441
Middle East (EI),,2013,0.7057758
Middle East (EI),,2014,0.57395226
Middle East (EI),,2015,0.4650341
Middle East (EI),,2016,0.5370373
Middle East (EI),,2017,0.5377483
Middle East (EI),,2018,0.33040026
Middle East (EI),,2019,1.0338417
Middle East (EI),,2020,0.76138955
Middle East (EI),,2021,0.49874002
Middle East (EI),,2022,0.29711902
Morocco,MAR,1965,20.195011
Morocco,MAR,1966,13.327539
Morocco,MAR,1967,11.18483
Morocco,MAR,1968,11.826925
Morocco,MAR,1969,13.944498
Morocco,MAR,1970,13.103196
Morocco,MAR,1971,13.923879
Morocco,MAR,1972,13.526379
Morocco,MAR,1973,9.094625
Morocco,MAR,1974,9.542439
Morocco,MAR,1975,7.134391
Morocco,MAR,1976,6.466088
Morocco,MAR,1977,7.88484
Morocco,MAR,1978,7.7057586
Morocco,MAR,1979,7.719043
Morocco,MAR,1980,7.3711247
Morocco,MAR,1981,5.1364617
Morocco,MAR,1982,2.7842176
Morocco,MAR,1983,2.2804005
Morocco,MAR,1984,1.7123275
Morocco,MAR,1985,2.2006679
Morocco,MAR,1986,2.8153405
Morocco,MAR,1987,3.5068126
Morocco,MAR,1988,3.7663102
Morocco,MAR,1989,4.231739
Morocco,MAR,1990,4.359246
Morocco,MAR,1991,4.3259
Morocco,MAR,1992,3.0396225
Morocco,MAR,1993,1.382297
Morocco,MAR,1994,2.3779473
Morocco,MAR,1995,1.7634826
Morocco,MAR,1996,5.4025164
Morocco,MAR,1997,5.5313864
Morocco,MAR,1998,4.6007285
Morocco,MAR,1999,2.0588021
Morocco,MAR,2000,1.8074727
Morocco,MAR,2001,1.9961747
Morocco,MAR,2002,1.8891699
Morocco,MAR,2003,3.205165
Morocco,MAR,2004,3.086618
Morocco,MAR,2005,1.7121851
Morocco,MAR,2006,1.6977588
Morocco,MAR,2007,1.5625434
Morocco,MAR,2008,1.428657
Morocco,MAR,2009,4.0801725
Morocco,MAR,2010,4.93708
Morocco,MAR,2011,2.7019656
Morocco,MAR,2012,2.145695
Morocco,MAR,2013,3.5472095
Morocco,MAR,2014,2.0439467
Morocco,MAR,2015,2.2984154
Morocco,MAR,2016,1.5052358
Morocco,MAR,2017,1.3485255
Morocco,MAR,2018,1.8528242
Morocco,MAR,2019,1.2616143
Morocco,MAR,2020,0.9480089
Morocco,MAR,2021,0.79804146
Morocco,MAR,2022,0.35557848
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0.0010780812
Netherlands,NLD,1986,0.0010271606
Netherlands,NLD,1987,0.00033547595
Netherlands,NLD,1988,0.00066872116
Netherlands,NLD,1989,0.012314439
Netherlands,NLD,1990,0.027597958
Netherlands,NLD,1991,0.033136424
Netherlands,NLD,1992,0.037784263
Netherlands,NLD,1993,0.028727856
Netherlands,NLD,1994,0.031564485
Netherlands,NLD,1995,0.02668976
Netherlands,NLD,1996,0.02325796
Netherlands,NLD,1997,0.027235612
Netherlands,NLD,1998,0.033013772
Netherlands,NLD,1999,0.026853645
Netherlands,NLD,2000,0.041820258
Netherlands,NLD,2001,0.032965485
Netherlands,NLD,2002,0.030591847
Netherlands,NLD,2003,0.0198348
Netherlands,NLD,2004,0.025338031
Netherlands,NLD,2005,0.022655169
Netherlands,NLD,2006,0.02747249
Netherlands,NLD,2007,0.027318195
Netherlands,NLD,2008,0.025676966
Netherlands,NLD,2009,0.025156612
Netherlands,NLD,2010,0.024697682
Netherlands,NLD,2011,0.01410138
Netherlands,NLD,2012,0.026122605
Netherlands,NLD,2013,0.029311547
Netherlands,NLD,2014,0.029834365
Netherlands,NLD,2015,0.024140518
Netherlands,NLD,2016,0.025671685
Netherlands,NLD,2017,0.015379056
Netherlands,NLD,2018,0.018658174
Netherlands,NLD,2019,0.01914071
Netherlands,NLD,2020,0.01223734
Netherlands,NLD,2021,0.022717237
Netherlands,NLD,2022,0.013274586
New Zealand,NZL,1970,35.409485
New Zealand,NZL,1971,38.413677
New Zealand,NZL,1972,38.17475
New Zealand,NZL,1973,36.30027
New Zealand,NZL,1974,36.03367
New Zealand,NZL,1975,38.916885
New Zealand,NZL,1976,35.02307
New Zealand,NZL,1977,32.589073
New Zealand,NZL,1978,35.016884
New Zealand,NZL,1979,40.689926
New Zealand,NZL,1980,42.640396
New Zealand,NZL,1981,43.20633
New Zealand,NZL,1982,38.895542
New Zealand,NZL,1983,40.3811
New Zealand,NZL,1984,39.31475
New Zealand,NZL,1985,37.739723
New Zealand,NZL,1986,39.266853
New Zealand,NZL,1987,38.54183
New Zealand,NZL,1988,38.74785
New Zealand,NZL,1989,37.215343
New Zealand,NZL,1990,36.773495
New Zealand,NZL,1991,35.5958
New Zealand,NZL,1992,32.740326
New Zealand,NZL,1993,35.398514
New Zealand,NZL,1994,36.883698
New Zealand,NZL,1995,37.886383
New Zealand,NZL,1996,35.516956
New Zealand,NZL,1997,31.544634
New Zealand,NZL,1998,34.340027
New Zealand,NZL,1999,30.81524
New Zealand,NZL,2000,31.475353
New Zealand,NZL,2001,27.999746
New Zealand,NZL,2002,30.855333
New Zealand,NZL,2003,30.038479
New Zealand,NZL,2004,33.448277
New Zealand,NZL,2005,29.19951
New Zealand,NZL,2006,29.129707
New Zealand,NZL,2007,29.131285
New Zealand,NZL,2008,27.291588
New Zealand,NZL,2009,29.468826
New Zealand,NZL,2010,29.188833
New Zealand,NZL,2011,29.34078
New Zealand,NZL,2012,26.395882
New Zealand,NZL,2013,26.199764
New Zealand,NZL,2014,26.280884
New Zealand,NZL,2015,26.192423
New Zealand,NZL,2016,27.23396
New Zealand,NZL,2017,25.78561
New Zealand,NZL,2018,26.871979
New Zealand,NZL,2019,25.548485
New Zealand,NZL,2020,26.574642
New Zealand,NZL,2021,26.929125
New Zealand,NZL,2022,29.384804
Non-OECD (EI),,1965,4.7588882
Non-OECD (EI),,1966,4.8989253
Non-OECD (EI),,1967,4.778868
Non-OECD (EI),,1968,5.2060947
Non-OECD (EI),,1969,5.333937
Non-OECD (EI),,1970,5.4293914
Non-OECD (EI),,1971,5.3241515
Non-OECD (EI),,1972,5.302928
Non-OECD (EI),,1973,5.226107
Non-OECD (EI),,1974,5.500782
Non-OECD (EI),,1975,5.413234
Non-OECD (EI),,1976,5.513225
Non-OECD (EI),,1977,5.664485
Non-OECD (EI),,1978,5.9123607
Non-OECD (EI),,1979,6.0060062
Non-OECD (EI),,1980,6.314133
Non-OECD (EI),,1981,6.361173
Non-OECD (EI),,1982,6.169327
Non-OECD (EI),,1983,6.191829
Non-OECD (EI),,1984,6.432618
Non-OECD (EI),,1985,6.592136
Non-OECD (EI),,1986,6.6314073
Non-OECD (EI),,1987,6.552267
Non-OECD (EI),,1988,6.664288
Non-OECD (EI),,1989,6.685442
Non-OECD (EI),,1990,6.78006
Non-OECD (EI),,1991,7.000522
Non-OECD (EI),,1992,7.0886755
Non-OECD (EI),,1993,7.507654
Non-OECD (EI),,1994,7.8753166
Non-OECD (EI),,1995,8.030109
Non-OECD (EI),,1996,7.8386364
Non-OECD (EI),,1997,7.892148
Non-OECD (EI),,1998,8.172752
Non-OECD (EI),,1999,8.045067
Non-OECD (EI),,2000,8.037266
Non-OECD (EI),,2001,7.9330573
Non-OECD (EI),,2002,7.7367
Non-OECD (EI),,2003,7.291109
Non-OECD (EI),,2004,7.479352
Non-OECD (EI),,2005,7.377283
Non-OECD (EI),,2006,7.319984
Non-OECD (EI),,2007,7.243666
Non-OECD (EI),,2008,7.4575024
Non-OECD (EI),,2009,7.3502584
Non-OECD (EI),,2010,7.435105
Non-OECD (EI),,2011,7.112518
Non-OECD (EI),,2012,7.324121
Non-OECD (EI),,2013,7.5300055
Non-OECD (EI),,2014,7.6868114
Non-OECD (EI),,2015,7.5555077
Non-OECD (EI),,2016,7.7060223
Non-OECD (EI),,2017,7.6203384
Non-OECD (EI),,2018,7.5503907
Non-OECD (EI),,2019,7.5795794
Non-OECD (EI),,2020,7.8547187
Non-OECD (EI),,2021,7.3252416
Non-OECD (EI),,2022,7.430009
North America,,1965,5.892124
North America,,1966,5.8366184
North America,,1967,6.147774
North America,,1968,5.875306
North America,,1969,6.217397
North America,,1970,6.069154
North America,,1971,6.2559485
North America,,1972,6.2849
North America,,1973,6.164783
North America,,1974,6.846285
North America,,1975,6.8680816
North America,,1976,6.47116
North America,,1977,5.6209006
North America,,1978,6.3436055
North America,,1979,6.3693576
North America,,1980,6.5699005
North America,,1981,6.80703
North America,,1982,7.5542793
North America,,1983,7.9592004
North America,,1984,7.7113976
North America,,1985,7.471539
North America,,1986,7.533688
North America,,1987,6.8542137
North America,,1988,6.2068152
North America,,1989,6.404411
North America,,1990,6.628704
North America,,1991,6.6778235
North America,,1992,6.3228683
North America,,1993,6.5624213
North America,,1994,6.197204
North America,,1995,6.729907
North America,,1996,7.104677
North America,,1997,7.0175834
North America,,1998,6.471055
North America,,1999,6.514353
North America,,2000,6.0491157
North America,,2001,5.2844324
North America,,2002,5.723106
North America,,2003,5.608713
North America,,2004,5.458029
North America,,2005,5.6460648
North America,,2006,5.746064
North America,,2007,5.3635864
North America,,2008,5.6836834
North America,,2009,5.913923
North America,,2010,5.533848
North America,,2011,6.197416
North America,,2012,5.9281297
North America,,2013,5.755812
North America,,2014,5.594143
North America,,2015,5.4529657
North America,,2016,5.5989237
North America,,2017,5.890877
North America,,2018,5.5688524
North America,,2019,5.4475083
North America,,2020,5.9035635
North America,,2021,5.3678846
North America,,2022,5.3932524
North America (EI),,1965,5.9778767
North America (EI),,1966,5.9195347
North America (EI),,1967,6.238052
North America (EI),,1968,5.958261
North America (EI),,1969,6.3030257
North America (EI),,1970,6.1603985
North America (EI),,1971,6.344195
North America (EI),,1972,6.379518
North America (EI),,1973,6.262966
North America (EI),,1974,6.9574223
North America (EI),,1975,6.976529
North America (EI),,1976,6.566065
North America (EI),,1977,5.70784
North America (EI),,1978,6.439368
North America (EI),,1979,6.4626684
North America (EI),,1980,6.674286
North America (EI),,1981,6.9116845
North America (EI),,1982,7.673297
North America (EI),,1983,8.080896
North America (EI),,1984,7.825245
North America (EI),,1985,7.5741887
North America (EI),,1986,7.6348877
North America (EI),,1987,6.9417944
North America (EI),,1988,6.2801147
North America (EI),,1989,6.4949317
North America (EI),,1990,6.7237535
North America (EI),,1991,6.7710876
North America (EI),,1992,6.4052114
North America (EI),,1993,6.6439486
North America (EI),,1994,6.2837234
North America (EI),,1995,6.8228664
North America (EI),,1996,7.202652
North America (EI),,1997,7.121265
North America (EI),,1998,6.5629086
North America (EI),,1999,6.598805
North America (EI),,2000,6.144635
North America (EI),,2001,5.375083
North America (EI),,2002,5.819977
North America (EI),,2003,5.7029552
North America (EI),,2004,5.5501657
North America (EI),,2005,5.741115
North America (EI),,2006,5.8526206
North America (EI),,2007,5.458823
North America (EI),,2008,5.7864876
North America (EI),,2009,6.01988
North America (EI),,2010,5.631902
North America (EI),,2011,6.3082466
North America (EI),,2012,6.0318146
North America (EI),,2013,5.8515186
North America (EI),,2014,5.6914916
North America (EI),,2015,5.5531654
North America (EI),,2016,5.6958213
North America (EI),,2017,5.9859676
North America (EI),,2018,5.657144
North America (EI),,2019,5.5408525
North America (EI),,2020,6.0002666
North America (EI),,2021,5.449728
North America (EI),,2022,5.473659
North Macedonia,MKD,1997,8.866941
North Macedonia,MKD,1998,9.439984
North Macedonia,MKD,1999,12.636176
North Macedonia,MKD,2000,11.215343
North Macedonia,MKD,2001,6.3362017
North Macedonia,MKD,2002,7.790694
North Macedonia,MKD,2003,12.461908
North Macedonia,MKD,2004,13.524395
North Macedonia,MKD,2005,13.081477
North Macedonia,MKD,2006,14.140903
North Macedonia,MKD,2007,8.6609
North Macedonia,MKD,2008,7.3920927
North Macedonia,MKD,2009,11.277429
North Macedonia,MKD,2010,19.759674
North Macedonia,MKD,2011,11.604944
North Macedonia,MKD,2012,9.025021
North Macedonia,MKD,2013,14.28344
North Macedonia,MKD,2014,11.689654
North Macedonia,MKD,2015,17.036554
North Macedonia,MKD,2016,16.604282
North Macedonia,MKD,2017,10.039416
North Macedonia,MKD,2018,16.12014
North Macedonia,MKD,2019,9.876896
North Macedonia,MKD,2020,12.390613
North Macedonia,MKD,2021,13.428177
North Macedonia,MKD,2022,12.074253
Norway,NOR,1977,64.26859
Norway,NOR,1978,64.17826
Norway,NOR,1979,65.86465
Norway,NOR,1980,65.25247
Norway,NOR,1981,68.59787
Norway,NOR,1982,69.16161
Norway,NOR,1983,71.88228
Norway,NOR,1984,71.13632
Norway,NOR,1985,69.52551
Norway,NOR,1986,66.95776
Norway,NOR,1987,68.41642
Norway,NOR,1988,69.96111
Norway,NOR,1989,71.42315
Norway,NOR,1990,72.310486
Norway,NOR,1991,71.29399
Norway,NOR,1992,71.71493
Norway,NOR,1993,71.01815
Norway,NOR,1994,68.847916
Norway,NOR,1995,70.62669
Norway,NOR,1996,65.80124
Norway,NOR,1997,66.153275
Norway,NOR,1998,67.045586
Norway,NOR,1999,68.55896
Norway,NOR,2000,72.23873
Norway,NOR,2001,67.40901
Norway,NOR,2002,69.12675
Norway,NOR,2003,63.46221
Norway,NOR,2004,63.852196
Norway,NOR,2005,69.28725
Norway,NOR,2006,66.13775
Norway,NOR,2007,68.55581
Norway,NOR,2008,69.21278
Norway,NOR,2009,67.12266
Norway,NOR,2010,64.75447
Norway,NOR,2011,65.38264
Norway,NOR,2012,69.13968
Norway,NOR,2013,66.27681
Norway,NOR,2014,67.61833
Norway,NOR,2015,67.47274
Norway,NOR,2016,68.746635
Norway,NOR,2017,67.79184
Norway,NOR,2018,66.83454
Norway,NOR,2019,64.06163
Norway,NOR,2020,66.21993
Norway,NOR,2021,65.88645
Norway,NOR,2022,63.162907
OECD (EI),,1965,6.9468284
OECD (EI),,1966,7.0003324
OECD (EI),,1967,6.912657
OECD (EI),,1968,6.6649876
OECD (EI),,1969,6.5466275
OECD (EI),,1970,6.3776507
OECD (EI),,1971,6.468864
OECD (EI),,1972,6.4242883
OECD (EI),,1973,6.0931635
OECD (EI),,1974,6.765642
OECD (EI),,1975,6.9165034
OECD (EI),,1976,6.3372374
OECD (EI),,1977,6.2389994
OECD (EI),,1978,6.482891
OECD (EI),,1979,6.582273
OECD (EI),,1980,6.7195454
OECD (EI),,1981,6.971451
OECD (EI),,1982,7.3765187
OECD (EI),,1983,7.6793394
OECD (EI),,1984,7.362789
OECD (EI),,1985,7.18186
OECD (EI),,1986,7.057354
OECD (EI),,1987,6.8735323
OECD (EI),,1988,6.7317376
OECD (EI),,1989,6.4353733
OECD (EI),,1990,6.601983
OECD (EI),,1991,6.625758
OECD (EI),,1992,6.496015
OECD (EI),,1993,6.8004794
OECD (EI),,1994,6.46854
OECD (EI),,1995,6.732591
OECD (EI),,1996,6.689049
OECD (EI),,1997,6.739447
OECD (EI),,1998,6.5581346
OECD (EI),,1999,6.525866
OECD (EI),,2000,6.4203186
OECD (EI),,2001,5.95687
OECD (EI),,2002,5.970646
OECD (EI),,2003,5.7759295
OECD (EI),,2004,5.7662973
OECD (EI),,2005,5.744695
OECD (EI),,2006,5.7977977
OECD (EI),,2007,5.577691
OECD (EI),,2008,5.8358097
OECD (EI),,2009,6.020869
OECD (EI),,2010,5.9346824
OECD (EI),,2011,6.117053
OECD (EI),,2012,6.1536126
OECD (EI),,2013,6.130573
OECD (EI),,2014,6.053534
OECD (EI),,2015,5.948856
OECD (EI),,2016,5.9994206
OECD (EI),,2017,5.8914065
OECD (EI),,2018,5.9006896
OECD (EI),,2019,5.7937136
OECD (EI),,2020,6.3737645
OECD (EI),,2021,5.878909
OECD (EI),,2022,5.638113
Oceania,,1965,10.24779
Oceania,,1966,10.00106
Oceania,,1967,9.86301
Oceania,,1968,9.799403
Oceania,,1969,9.730637
Oceania,,1970,9.992585
Oceania,,1971,10.7933035
Oceania,,1972,10.653867
Oceania,,1973,10.2191725
Oceania,,1974,10.273031
Oceania,,1975,10.969512
Oceania,,1976,9.964608
Oceania,,1977,9.0890465
Oceania,,1978,9.50759
Oceania,,1979,9.910824
Oceania,,1980,9.921118
Oceania,,1981,9.994718
Oceania,,1982,9.290164
Oceania,,1983,9.761505
Oceania,,1984,9.850762
Oceania,,1985,9.641404
